num_nodes,num_edges,density,avg_degree,max_degree,avg_clustering,diameter,degree_mean,degree_std,degree_max,betweenness_mean,betweenness_std,betweenness_max,closeness_mean,closeness_std,closeness_max,eigenvector_mean,eigenvector_std,eigenvector_max,graph_id
61,105,0.05737704918032787,3.442622950819672,29,0.34571043793435974,5,0.05737704918032787,0.07462868558319609,0.48333333333333334,0.0287857738260628,0.09394937369405772,0.6611711954084837,0.38070435710334666,0.06443917918922357,0.6382978723404256,0.09612725089940723,0.08457537618877747,0.5029040527641533,10
75,163,0.058738738738738736,4.346666666666667,58,0.48189834891105304,5,0.05873873873873872,0.1076000071808971,0.7837837837837838,0.016882636060718256,0.08074840208723624,0.6554585897051651,0.45819708582806706,0.07034628902461532,0.8131868131868132,0.0865185849933667,0.0764713527020342,0.5082196120905118,11
34,47,0.08377896613190731,2.764705882352941,23,0.3378333942272561,7,0.0837789661319073,0.11598786798572151,0.696969696969697,0.05247326203208556,0.1552259285180206,0.8603219696969697,0.39197772777439754,0.08250583267906161,0.673469387755102,0.13059979743749728,0.11115510611378604,0.6280721541105461,12
348,579,0.009589585610652887,3.3275862068965516,76,0.14058611856954237,9,0.009589585610652885,0.019260672621625723,0.2190201729106628,0.007454960530928752,0.035946746455201795,0.4686801778633012,0.28705718230960864,0.046734926601421235,0.4839609483960948,0.029453137298034393,0.0447892389050533,0.4368620137556929,13
492,1220,0.01010050833705893,4.959349593495935,183,0.20968841767147703,7,0.01010050833705893,0.027439994780762544,0.3727087576374745,0.003927742673245341,0.02578980260303312,0.40948902509305324,0.34996091137001895,0.051908653889122545,0.5817535545023697,0.02723073123332114,0.0359305942297352,0.4088121210526722,14
16,17,0.14166666666666666,2.125,6,0.0875,5,0.14166666666666666,0.09682458365518543,0.4,0.1244047619047619,0.19887634320507136,0.6333333333333334,0.37907231356996934,0.07807197783991948,0.5555555555555556,0.20989178495770655,0.13581398531545952,0.5680658434991115,15
63,144,0.07373271889400922,4.571428571428571,53,0.4623991844566867,4,0.07373271889400924,0.11636895217522993,0.8548387096774194,0.018491937582365926,0.09733001816686783,0.767465563697716,0.4791626544925523,0.07087299158580039,0.8732394366197183,0.09798032401708553,0.07920146449733617,0.5308495928774767,16
11,19,0.34545454545454546,3.4545454545454546,9,0.5045454545454545,3,0.3454545454545454,0.23496087242400154,0.9,0.08888888888888889,0.20573520223356176,0.7148148148148148,0.5800112249239746,0.12622680990847804,0.9090909090909091,0.2598468150712812,0.152933722920755,0.4940669545323168,17
21,27,0.12857142857142856,2.5714285714285716,19,0.32734614313561683,3,0.12857142857142853,0.1893418604959147,0.9500000000000001,0.05012531328320803,0.20018500539717904,0.9403508771929825,0.5254442660457698,0.10188960313793219,0.9523809523809523,0.18471273598262983,0.11619058819396218,0.6538599592452655,18
38,55,0.07823613086770982,2.8947368421052633,29,0.22022873275141877,5,0.07823613086770982,0.13003009823074183,0.7837837837837838,0.036826299984194726,0.14008276612627477,0.8675675675675677,0.4454143532550581,0.08531853169487144,0.7872340425531915,0.12181550144845013,0.10712970213972806,0.5469402856730098,19
35,83,0.13949579831932774,4.742857142857143,27,0.42477092501418023,4,0.13949579831932774,0.16922709022021926,0.7941176470588235,0.03177998472116119,0.10741732192601534,0.5875477463712758,0.5012151242092672,0.08749884705574597,0.8095238095238095,0.13261235363837634,0.10481122188925565,0.41165896341720204,20
10,10,0.2222222222222222,2.0,7,0.1380952380952381,4,0.22222222222222224,0.19876159799998128,0.7777777777777777,0.13333333333333336,0.26666666666666666,0.8888888888888888,0.5069242189698847,0.120163080123131,0.8181818181818182,0.27761498062248824,0.15142629406406102,0.6525044221961058,21
37,62,0.09309309309309309,3.3513513513513513,18,0.18977694271811918,5,0.0930930930930931,0.10655372371898002,0.5,0.0468039468039468,0.10000934109680075,0.4969552669552669,0.39469039015959295,0.08031310597013822,0.6101694915254238,0.12053105250778122,0.11180023438434068,0.4260754183857593,22
27,31,0.08831908831908832,2.2962962962962963,10,0.02551440329218107,7,0.08831908831908832,0.07007620442307033,0.38461538461538464,0.09242165242165241,0.14223525672609966,0.6594871794871794,0.31372887672478433,0.06041229639834964,0.4727272727272727,0.1455692157665226,0.12588343996791887,0.617804209789281,23
30,33,0.07586206896551724,2.2,23,0.17386034255599472,5,0.07586206896551721,0.13747049551932,0.7931034482758621,0.0471264367816092,0.17170565735718235,0.9396551724137931,0.44687346437281905,0.08850197355502695,0.8055555555555556,0.14371271829494647,0.11260545250391163,0.6765496973236867,24
50,74,0.060408163265306125,2.96,33,0.34558187464709206,4,0.06040816326530612,0.10913769773954544,0.673469387755102,0.027193877551020408,0.11285431600745258,0.7007511337868482,0.4428858129786443,0.06981422807981891,0.7538461538461538,0.10969496167812146,0.08925813902628409,0.5621138382689643,25
96,224,0.04912280701754386,4.666666666666667,93,0.6321363193322084,4,0.04912280701754387,0.11708472781377953,0.9789473684210526,0.010535647629712581,0.07862114717293703,0.7599365434863756,0.5073122618742922,0.05878522052367199,0.979381443298969,0.07803260168549707,0.06578434267254805,0.5126308361158742,26
523,1413,0.010351420847893453,5.403441682600382,182,0.15331707712707252,7,0.010351420847893453,0.02224604904793452,0.3486590038314176,0.004116253841165501,0.023144978288614403,0.44849337078134416,0.3258607116572236,0.0501040266776751,0.5570971184631803,0.025556817982009268,0.0354809095674813,0.4499672263127774,27
64,77,0.03819444444444445,2.40625,59,0.16834788379115526,5,0.038194444444444434,0.11452104401890353,0.9365079365079365,0.017857142857142856,0.12190196381722995,0.9831029185867896,0.48383271349070844,0.07007272783634379,0.9264705882352942,0.09748094393848672,0.07824618565055813,0.684779947322299,28
48,63,0.05585106382978723,2.625,15,0.10441468253968254,8,0.055851063829787224,0.05487151817533257,0.3191489361702128,0.05155334566759174,0.0966854797569851,0.5516085928666873,0.30690364026304967,0.055868510823360897,0.47959183673469385,0.10274622807598371,0.10137329998323656,0.5714842331669134,29
92,164,0.03917821309125657,3.5652173913043477,39,0.1704077690738772,7,0.03917821309125657,0.06244352594323359,0.4285714285714286,0.021404682274247484,0.06706464218335521,0.4880464949512565,0.35444496968929323,0.06412407623788702,0.5723270440251572,0.07050386048312104,0.07680345613556665,0.4518686938053023,30
43,64,0.07087486157253599,2.9767441860465116,21,0.22159468438538205,7,0.07087486157253597,0.09897011887444732,0.5,0.04002917105583017,0.11723955636212867,0.581949283778552,0.3941245409846643,0.07439835896549138,0.6268656716417911,0.11725416505374617,0.09750525488935055,0.4998890357600518,31
40,77,0.09871794871794871,3.85,22,0.36454212454212453,5,0.09871794871794871,0.11125812102383406,0.5641025641025641,0.04011470985155195,0.09728596969231806,0.5631129104813315,0.4123739383187142,0.08290090626705453,0.6724137931034483,0.11741703025611275,0.10589259183642215,0.4574062184081475,32
16,21,0.175,2.625,9,0.06979166666666667,4,0.17500000000000002,0.14505745987941007,0.6,0.09047619047619049,0.16299962438920038,0.6047619047619047,0.4584490345181135,0.09713548002898506,0.7142857142857143,0.2131159689727758,0.13069653311696863,0.5589455218177228,33
82,202,0.0608250526949714,4.926829268292683,65,0.4127361019739068,4,0.06082505269497139,0.10596992731473698,0.8024691358024691,0.014253989762119841,0.07865169566694337,0.6774687002253427,0.47429690163744603,0.06259950541699005,0.8350515463917526,0.08413003177242594,0.07153502432508227,0.47900748856916303,34
13,13,0.16666666666666666,2.0,9,0.15598290598290598,4,0.16666666666666666,0.17601961817623052,0.75,0.1083916083916084,0.2527552595454317,0.9242424242424243,0.4756366710212863,0.10899191650204175,0.8,0.2355565018147529,0.14641110400469373,0.672570041845166,35
107,151,0.026626697231528832,2.822429906542056,31,0.11973032240723237,7,0.026626697231528836,0.043620915263369454,0.29245283018867924,0.021608685794896335,0.07094943712224748,0.44880575549039115,0.3159440094776742,0.05572538916228058,0.5,0.06473737221046974,0.07179740268147912,0.45418267118621436,36
27,34,0.09686609686609686,2.5185185185185186,17,0.27126658744305804,5,0.09686609686609687,0.13623179733339294,0.6538461538461539,0.056068376068376065,0.1584498285349606,0.7061538461538461,0.4318851479017682,0.08595166789657434,0.7027027027027027,0.15127768167236408,0.11896259943726814,0.5714551467314458,37
13,16,0.20512820512820512,2.4615384615384617,6,0.0,4,0.20512820512820512,0.116094681258172,0.5,0.12354312354312354,0.15122823630215698,0.5151515151515151,0.4401675852272351,0.0867792601628189,0.6,0.2501065438305278,0.11987407416211893,0.5077898771169502,38
25,32,0.10666666666666667,2.56,9,0.24736507936507937,7,0.10666666666666666,0.09507307131301107,0.375,0.09753623188405797,0.17274416981235224,0.6213768115942029,0.31926004431607186,0.06108347681209812,0.43636363636363634,0.147457958274629,0.13511532311872615,0.4678780081058182,39
33,33,0.0625,2.0,8,0.04148629148629149,14,0.0625,0.046159309117249775,0.25,0.13636363636363635,0.19686479970501053,0.6532258064516129,0.2007291477707405,0.04233743250092132,0.2882882882882883,0.1089243640652925,0.13578848705248142,0.6113856412715424,40
33,62,0.11742424242424243,3.757575757575758,26,0.29873237873237873,7,0.11742424242424243,0.14516152817048225,0.8125,0.0425830889540567,0.13628023479422355,0.778781534325889,0.45108776428582276,0.08627376296660397,0.7619047619047619,0.1415894278666615,0.1012692659172651,0.5288095966809411,41
61,96,0.05245901639344262,3.1475409836065573,44,0.16715188484155316,4,0.05245901639344261,0.09451419576945522,0.7333333333333333,0.023886264703158286,0.11380367950513476,0.893670971213344,0.4274795657547107,0.07516985299334727,0.7894736842105263,0.09438050251890624,0.08652030609764137,0.6045399996395283,42
58,115,0.06957047791893527,3.9655172413793105,43,0.4293050228045942,4,0.06957047791893525,0.12058157808870383,0.7543859649122806,0.021119609368248204,0.09197049038521599,0.6322994987468671,0.4673161272768607,0.07145815532236777,0.8028169014084507,0.09933165776222093,0.08587549753307891,0.4864574382871538,43
147,154,0.014350945857795172,2.0952380952380953,137,0.08163849481398398,5,0.014350945857795176,0.07653528922981734,0.9383561643835616,0.00771853379991581,0.08204499203626822,0.9978271138403401,0.47847589668484536,0.05504101172574048,0.9358974358974359,0.061524323300641844,0.054931582271344336,0.7047929486474678,44
25,31,0.10333333333333333,2.48,12,0.1256969696969697,6,0.1033333333333333,0.09582971007643366,0.5,0.07710144927536232,0.15346413773006215,0.7198067632850241,0.3751504890007592,0.07775495001015849,0.6153846153846154,0.15193047610304591,0.13006586958576719,0.6008482830437931,45
97,116,0.02491408934707904,2.3917525773195876,45,0.08768460836380787,10,0.024914089347079036,0.04962083965613515,0.46875,0.02505652016639537,0.08874694030124207,0.7882309941520468,0.31097912701398994,0.06428182159471718,0.5393258426966292,0.06563012936832892,0.07747234648319279,0.6646655964741168,46
46,65,0.06280193236714976,2.8260869565217392,29,0.24280597796339926,6,0.06280193236714975,0.0942016598456897,0.6444444444444445,0.035573122529644265,0.12122890540342982,0.7953535353535354,0.40313881332103557,0.07420035559965202,0.703125,0.11281015800605947,0.09493681417358868,0.6372860350509842,47
124,175,0.022947810123262524,2.8225806451612905,98,0.2648591560892537,4,0.02294781012326253,0.07653239138592247,0.7967479674796749,0.010423787474257607,0.0801816919904473,0.8635469621675138,0.4476681903211877,0.059111776976118434,0.831081081081081,0.06627317419245536,0.060600185738071195,0.6343874449041246,48
30,51,0.11724137931034483,3.4,19,0.3151265985476511,5,0.11724137931034481,0.13432056237233603,0.6551724137931034,0.04761904761904763,0.12650947589097558,0.5712585034013606,0.4444035798651654,0.08636615894588025,0.7073170731707317,0.14447649233603885,0.11162381688335081,0.5192314513353715,49
100,144,0.02909090909090909,2.88,40,0.09365661136249372,9,0.029090909090909087,0.0455169044751586,0.4040404040404041,0.02478458049886621,0.07854595936332304,0.6774483578905347,0.3042797176384216,0.05837546725840513,0.5051020408163265,0.06775871876547379,0.07354424539868112,0.6155549112483993,50
33,49,0.0928030303030303,2.9696969696969697,17,0.1957581089934031,5,0.0928030303030303,0.11214296472035956,0.53125,0.050891984359726306,0.11758858567163065,0.5431787634408602,0.4005357614265768,0.07443871242293913,0.5714285714285714,0.13558032664008463,0.10918335647523507,0.46106378984160334,51
11,11,0.2,2.0,5,0.0,7,0.2,0.11281521496355325,0.5,0.20808080808080806,0.22463792586053896,0.7444444444444445,0.36668290268600023,0.08137741075132256,0.5263157894736842,0.25740159007485897,0.15701436983927675,0.5971938763651985,52
21,22,0.10476190476190476,2.0952380952380953,14,0.1008198151055294,4,0.10476190476190475,0.14792594825722927,0.7000000000000001,0.06917293233082707,0.19932967546405633,0.881578947368421,0.44750165098109235,0.09260561087523093,0.7692307692307693,0.177540254628212,0.12687988652894225,0.6466588701387671,53
20,24,0.12631578947368421,2.4,14,0.19386446886446887,5,0.12631578947368421,0.1501615012388116,0.7368421052631579,0.07397660818713449,0.18767053366559036,0.8518518518518517,0.44746383074009577,0.09571020575149619,0.76,0.18315573753707193,0.1282730517577687,0.639628866585873,54
283,605,0.015161767285667744,4.275618374558304,177,0.26362468674700645,7,0.015161767285667743,0.04380479281759644,0.6276595744680851,0.0058209663772727125,0.04416456763507415,0.7065290468543605,0.38969698080477666,0.0600618892199849,0.7014925373134329,0.039330999139813964,0.044571755756954344,0.5333509401302642,55
14,15,0.16483516483516483,2.142857142857143,6,0.09999999999999999,5,0.1648351648351649,0.11937121418901336,0.46153846153846156,0.13278388278388278,0.2095369370103086,0.7051282051282051,0.4028566570355335,0.08737475159964718,0.6190476190476191,0.22923658382902762,0.13740145582550653,0.5750032489406598,56
12,12,0.18181818181818182,2.0,9,0.16898148148148148,4,0.1818181818181818,0.19638608176993516,0.8181818181818182,0.10909090909090909,0.2609581835346786,0.9454545454545454,0.4995628884128183,0.11742392169444327,0.8461538461538461,0.24849472088338465,0.14691394428856,0.6773327239811607,57
53,97,0.07039187227866474,3.660377358490566,44,0.3595448624570014,3,0.07039187227866472,0.12623971577889206,0.8461538461538463,0.022211787472608782,0.1110999129063423,0.8019607843137254,0.47817507819406796,0.0740065491566585,0.8666666666666667,0.10388131672138164,0.08986988686169516,0.5171255928902616,58
244,440,0.014841799905552183,3.6065573770491803,218,0.3200720375842333,5,0.014841799905552185,0.05891178517440543,0.897119341563786,0.00492784554715338,0.05987969070341524,0.936036268478113,0.4637186019414708,0.05475027111975316,0.8966789667896679,0.046649544913005714,0.04384268029155115,0.6419256969937094,59
59,68,0.03974284044418469,2.305084745762712,8,0.0062146892655367235,9,0.039742840444184684,0.03363274930771258,0.13793103448275862,0.05627159658351022,0.09791496949262439,0.46356774904869286,0.24550573098753792,0.04584537191386856,0.36942675159235666,0.09261471773165517,0.09149681197647666,0.39292979610111717,60
24,25,0.09057971014492754,2.0833333333333335,20,0.05577485380116959,4,0.09057971014492754,0.16408683875687322,0.8695652173913043,0.05138339920948617,0.1941316127436327,0.9743083003952568,0.48389763490866433,0.09618484516517506,0.8846153846153846,0.16756122791079345,0.11657573318531521,0.6937761163168424,61
532,1181,0.008361298727043597,4.43984962406015,410,0.30714701406719136,7,0.008361298727043597,0.03489327688303107,0.7721280602636534,0.002737896868810978,0.04000793421245563,0.921453265777816,0.4185776014481227,0.0602880570179585,0.7996987951807228,0.028645415610817525,0.03254442214272413,0.5986880595287221,62
109,138,0.023445463812436288,2.532110091743119,57,0.0899771187554867,8,0.023445463812436285,0.05241684092529521,0.5277777777777778,0.018909117468664763,0.08865119135703582,0.8905569566005707,0.3445673033984503,0.06659905216850961,0.631578947368421,0.06352819393777925,0.07168319539201233,0.6713154919137034,63
523,798,0.005846025362079954,3.051625239005736,139,0.09500523238871333,14,0.005846025362079955,0.014164887113153123,0.26628352490421453,0.006140521571854397,0.028931080472919,0.5167140896318196,0.24902955947985525,0.049430308275785546,0.41961414790996787,0.022131174813027316,0.03771282262701327,0.5952703905108758,64
49,67,0.05697278911564626,2.7346938775510203,39,0.2674991317311403,4,0.056972789115646266,0.12051002887735646,0.8125,0.025401650021710815,0.12420586192657267,0.8512115839243499,0.4650812275903625,0.07313706082236432,0.8421052631578947,0.1111541285746845,0.08973807979954013,0.6113052292658179,65
30,41,0.09425287356321839,2.7333333333333334,17,0.21411021984551395,4,0.09425287356321838,0.1170835087654882,0.5862068965517241,0.05533661740558291,0.1464456049706265,0.5935960591133004,0.40634038038810627,0.08016025812323228,0.6304347826086957,0.1384415388321501,0.11902635699339705,0.550387070488508,66
36,55,0.0873015873015873,3.0555555555555554,21,0.3903419701213819,5,0.08730158730158728,0.11663156798457996,0.6,0.040429505135387483,0.13166100188515284,0.6717446978791516,0.4323528944669213,0.07452802229226926,0.7,0.13507580467721883,0.0976335227705095,0.5202118332813508,67
31,32,0.06881720430107527,2.064516129032258,22,0.09920402178466695,5,0.06881720430107525,0.12527689299733522,0.7333333333333333,0.0489432703003337,0.1729042028523971,0.9425287356321839,0.4281526764107151,0.08476337204080997,0.7692307692307693,0.13901206491241472,0.11372647152231369,0.6884062694536605,68
67,126,0.05698778833107191,3.7611940298507465,41,0.28566764605181777,5,0.056987788331071904,0.09307275766644821,0.6212121212121212,0.022843822843822838,0.08383559999961665,0.6405774955425303,0.41379109847223927,0.07015199435829289,0.7021276595744681,0.08757315020868592,0.08518401550088664,0.45249145900039994,69
161,387,0.030046583850931678,4.807453416149069,98,0.4061968787177796,7,0.030046583850931678,0.06330811231274566,0.6125,0.009972069221453961,0.05041752987824271,0.5759620833376782,0.3986436469957505,0.06502807896632191,0.6926406926406926,0.05371196253726007,0.05767326247594783,0.4645525126807368,70
342,549,0.009415033184133354,3.210526315789474,58,0.0767549692212914,11,0.009415033184133354,0.0141609899499189,0.17008797653958943,0.00969961272567884,0.026634568526188885,0.3209531727411867,0.2397289561672689,0.04076989089683221,0.3818589025755879,0.026205024559351545,0.047299823424944376,0.5247019571150722,71
26,29,0.08923076923076922,2.230769230769231,22,0.05161505161505161,5,0.08923076923076924,0.1616483142961686,0.88,0.04846153846153847,0.182922377250728,0.9544444444444447,0.477811799550303,0.09301280934476845,0.8620689655172413,0.1611589450915717,0.11175568387563224,0.6810582624849255,72
19,23,0.13450292397660818,2.4210526315789473,7,0.10150375939849625,5,0.13450292397660815,0.10246441794114171,0.38888888888888884,0.09494324045407639,0.17169667338114297,0.5686274509803921,0.3963881313555701,0.07834763613141785,0.5806451612903226,0.19046031552665985,0.12789232641895926,0.5067798980635791,73
14,17,0.18681318681318682,2.4285714285714284,9,0.23412698412698413,5,0.18681318681318687,0.16373257610715758,0.6923076923076923,0.11538461538461539,0.2130867966486495,0.75,0.44068111714951624,0.10020522710619639,0.6842105263157895,0.2148482213884332,0.15896167209361584,0.5791265526374476,74
15,14,0.13333333333333333,1.8666666666666667,12,0.0,4,0.13333333333333333,0.19494751895674975,0.8571428571428571,0.08424908424908424,0.2437040135181057,0.9780219780219781,0.4959748829289057,0.11226174746247662,0.875,0.21834624536830347,0.13780995537417204,0.701514693847832,75
406,888,0.010800948731983215,4.374384236453202,143,0.1863343753855558,8,0.010800948731983215,0.02523904338160878,0.3530864197530864,0.005254605920362146,0.02938034550537935,0.4449291461017042,0.328763628150781,0.05184267957150044,0.5436241610738255,0.029474846633454226,0.039928531191698875,0.4755874132307515,76
23,23,0.09090909090909091,2.0,17,0.017710997442455242,3,0.09090909090909088,0.15341366557371822,0.7727272727272727,0.058159232072275545,0.1945931300171229,0.9090909090909091,0.46311789923894614,0.0902033822644692,0.8148148148148148,0.16981683689899746,0.12099794533455718,0.6817751716398134,77
151,252,0.022251655629139073,3.337748344370861,62,0.14917951574836552,7,0.022251655629139076,0.04594450642002978,0.4133333333333334,0.01354667614856957,0.05411230620124144,0.5078090524518706,0.340612223788784,0.05568804437011884,0.5597014925373134,0.05273027280671301,0.06198415028070492,0.5086868184522743,78
815,1969,0.005935997347040292,4.831901840490797,497,0.2724423662726973,8,0.005935997347040292,0.025403988187355255,0.6105651105651105,0.002063545363751367,0.02583875575869038,0.6945594922285884,0.38301523704531665,0.05607225986670262,0.6851851851851852,0.022192205721953996,0.027101658071511922,0.531957000777226,79
24,29,0.10507246376811594,2.4166666666666665,18,0.15024509803921568,4,0.10507246376811592,0.15316276368005977,0.7826086956521738,0.05566534914361001,0.17317379666168448,0.8656126482213438,0.4654888443725674,0.09512323187969215,0.8214285714285714,0.16361723716225615,0.12204944231767997,0.6232125758599557,80
228,643,0.0248473606924801,5.640350877192983,134,0.3717775156258112,5,0.0248473606924801,0.059176885520842736,0.5903083700440529,0.0062262885000892556,0.04018023835337638,0.46452016438935945,0.42273092003219914,0.05500247455446504,0.6796407185628742,0.04602564930098961,0.0476193712548057,0.39513227818322555,81
289,706,0.01696462898885044,4.885813148788928,142,0.2809342295771883,7,0.016964628988850438,0.04278076096080785,0.4930555555555555,0.006290966888907644,0.03444351872801341,0.4238912436435759,0.36733177580965237,0.060205620956487904,0.6101694915254238,0.03760681097856018,0.045232017205510455,0.4581204266464096,82
11,10,0.18181818181818182,1.8181818181818181,10,0.0,2,0.18181818181818185,0.258731808559231,1.0,0.09090909090909091,0.2874797872880344,1.0,0.569377990430622,0.13617463608380584,1.0,0.26756148967500637,0.13899618754477522,0.7071060283964234,83
278,870,0.022595641898033918,6.258992805755396,107,0.27495591709413225,7,0.02259564189803392,0.04270624106755508,0.3862815884476534,0.006417154770925057,0.028690377955913067,0.30660950772057566,0.36964139153137954,0.055878485603388255,0.5843881856540084,0.039042934630642526,0.04552770099165614,0.36914990089679506,84
83,147,0.04319717895974141,3.5421686746987953,72,0.6630599682949928,3,0.043197178959741414,0.1254036894281917,0.8780487804878049,0.012596002800724128,0.07875383107422813,0.5796446853357423,0.5001474469508096,0.06153776837148167,0.8913043478260869,0.08452261579972446,0.07002942374071423,0.518697941950753,85
15,14,0.13333333333333333,1.8666666666666667,12,0.0,4,0.1333333333333333,0.19494751895674975,0.8571428571428571,0.08424908424908424,0.2437040135181057,0.9780219780219781,0.49597488292890574,0.11226174746247662,0.875,0.21834624536830347,0.13780995537417207,0.7015146938478322,86
14,14,0.15384615384615385,2.0,6,0.0,6,0.15384615384615388,0.1007159493396888,0.46153846153846156,0.15384615384615383,0.18445505858895075,0.673076923076923,0.36468569524507594,0.07006562779742066,0.52,0.22867558812745242,0.13833310096696017,0.6230021809426942,87
99,589,0.12141826427540713,11.8989898989899,51,0.31365729682559135,5,0.1214182642754071,0.12082771043208033,0.520408163265306,0.013990100882589838,0.03488382480874531,0.2568855558936321,0.4371907050934055,0.07400676878171089,0.6363636363636364,0.07439655148336174,0.06757339142290854,0.28024857560467265,88
187,458,0.026335460870565236,4.898395721925134,67,0.2393568669570801,6,0.026335460870565236,0.04612032371739897,0.3602150537634409,0.010024445698069985,0.03740532995588089,0.32175334099442027,0.3593149229763742,0.05691269287669089,0.5568862275449101,0.04762346183875031,0.05549413901828547,0.3540056113521071,89
239,361,0.01269294328610105,3.0209205020920504,208,0.3106083008113575,4,0.012692943286101049,0.05991770404338719,0.8739495798319328,0.005011336667498947,0.058593075984435784,0.8944309853125874,0.4631946606545769,0.051663427964385764,0.8880597014925373,0.04682955458062249,0.04462166778808857,0.637531866805032,90
210,414,0.018865345181134655,3.942857142857143,121,0.186142249518827,6,0.018865345181134655,0.04489567121628412,0.5789473684210527,0.008588341483078323,0.04944991909112846,0.6896234861849595,0.3691111542286465,0.05911960614853294,0.6411042944785276,0.047049476590737674,0.050480209136278244,0.5921035158446146,91
48,102,0.09042553191489362,4.25,24,0.3253497710019449,5,0.09042553191489361,0.10616111616966455,0.5106382978723404,0.03181853222325009,0.07822406063605986,0.37900399528521656,0.41886969731012574,0.07608658116929512,0.6351351351351351,0.10705870621969986,0.0968078858146243,0.4222786667619469,92
401,756,0.00942643391521197,3.770573566084788,120,0.1470245080699405,10,0.009426433915211972,0.02084069009395481,0.3,0.006155163469771687,0.028998612514853982,0.42931444516711464,0.2972729275993173,0.04673944458197339,0.468384074941452,0.030154512907880782,0.039805413417315035,0.5025689351544872,93
544,1077,0.007292005199870003,3.9595588235294117,425,0.24039688183179617,6,0.007292005199870003,0.034608937331456494,0.7826887661141805,0.0026341006219616943,0.03868142879154275,0.8986070319296733,0.42158602581505206,0.05797861150221876,0.7973568281938326,0.0296344640699644,0.03098441274905233,0.6649649962996764,94
167,325,0.023447081740134188,3.8922155688622753,56,0.13677425507586158,7,0.023447081740134188,0.03750204406403356,0.3373493975903615,0.012826482850290656,0.04361329745319087,0.4700951071208757,0.3297302583742806,0.054779819700077455,0.5608108108108109,0.04894149939084803,0.059939582826971954,0.46576020467811635,95
242,340,0.011659408113576353,2.809917355371901,210,0.18730433574931182,6,0.011659408113576351,0.05616294667685259,0.8713692946058091,0.0052714527393893686,0.0621149340433602,0.9669301266007698,0.45080633603869436,0.05847872489879491,0.8700361010830325,0.04648698109344961,0.04439810799770566,0.6874718022485922,96
